_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,alternative1_1,alternative2_1,alternative3_1,alternative4_1,entity_selection,alternative10_1,alternative11_1,alternative12_1,alternative5_1,alternative6_1,alternative7_1,alternative8_1,alternative9_1,alternative1,alternative1_1_gold,alternative2,alternative2_1_gold,alternative3,alternative3_1_gold,alternative4,alternative4_1_gold,alternative5,alternative6,alternative7,alternative8,entity_selection_gold,identifier,sentence,type1,type2,what_are_the_valid_types_of_span_classterm_selected_comp10first_span_gold,what_are_the_valid_types_of_span_classterm_selected_comp11first_span_gold,what_are_the_valid_types_of_span_classterm_selected_comp12first_span_gold,what_are_the_valid_types_of_span_classterm_selected_comp5first_span_gold,what_are_the_valid_types_of_span_classterm_selected_comp6first_span_gold,what_are_the_valid_types_of_span_classterm_selected_comp7first_span_gold,what_are_the_valid_types_of_span_classterm_selected_comp8first_span_gold,what_are_the_valid_types_of_span_classterm_selected_comp9first_span_gold,alternative9,alternative10,alternative11,alternative12
1094397408,11/25/2016 02:25:56,2241244689,11/25/2016 02:25:26,false,prodege,0.9657,38227254,CAN,ON,North York,99.226.26.91,organization,organization,other,other,Institute of Electrical and Electronics Engineers__106__155,,,,role,other,,,,Institute of Electrical and Electronics Engineers__106__155,,Institute__106__115,,Electrical and Electronics__119__145,,Electrical__119__129,,Electronics Engineers__134__155,Electronics__134__145,,,,"http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-34#char=0,169","He is a Fellow of the American Association for Artificial Intelligence, the British Computer Society, the Institute of Electrical and Electronics Engineers and the AAAS.",Organization,,,,,,,,,,,,,
1094397408,11/25/2016 02:44:13,2241277462,11/25/2016 02:43:04,false,elite,0.9464,39865363,USA,DE,Lewes,162.254.205.92,organization,organization,"role
other",role,"Electronics Engineers__134__155
Electrical__119__129
Electrical and Electronics__119__145
Electronics__134__145
Institute__106__115
Institute of Electrical and Electronics Engineers__106__155",,,,role,role,,,,Institute of Electrical and Electronics Engineers__106__155,,Institute__106__115,,Electrical and Electronics__119__145,,Electrical__119__129,,Electronics Engineers__134__155,Electronics__134__145,,,,"http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-34#char=0,169","He is a Fellow of the American Association for Artificial Intelligence, the British Computer Society, the Institute of Electrical and Electronics Engineers and the AAAS.",Organization,,,,,,,,,,,,,
1094397408,11/25/2016 05:29:11,2241524183,11/25/2016 05:28:02,false,prodege,0.9576,32055370,CAN,NB,Saint John,142.163.88.191,"place
organization","place
organization","role
other","role
other","Institute__106__115
Institute of Electrical and Electronics Engineers__106__155",,,,"role
person","role
other",,,,Institute of Electrical and Electronics Engineers__106__155,,Institute__106__115,,Electrical and Electronics__119__145,,Electrical__119__129,,Electronics Engineers__134__155,Electronics__134__145,,,,"http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-34#char=0,169","He is a Fellow of the American Association for Artificial Intelligence, the British Computer Society, the Institute of Electrical and Electronics Engineers and the AAAS.",Organization,,,,,,,,,,,,,
1094397408,11/25/2016 09:24:37,2241809314,11/25/2016 09:23:38,false,clixsense,0.9646,6355877,GBR,J5,North Shields,77.100.1.67,"place
organization","organization
place",other,other,Institute of Electrical and Electronics Engineers__106__155,,,,"role
person",other,,,,Institute of Electrical and Electronics Engineers__106__155,,Institute__106__115,,Electrical and Electronics__119__145,,Electrical__119__129,,Electronics Engineers__134__155,Electronics__134__145,,,,"http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-34#char=0,169","He is a Fellow of the American Association for Artificial Intelligence, the British Computer Society, the Institute of Electrical and Electronics Engineers and the AAAS.",Organization,,,,,,,,,,,,,
1094397408,11/25/2016 11:22:49,2241969550,11/25/2016 11:22:23,false,eup_slw,0.964,32718504,AUS,4,Brisbane,1.132.96.246,organization,organization,role,role,"Electronics__134__145
Electronics Engineers__134__155
Electrical__119__129
Electrical and Electronics__119__145
Institute__106__115
Institute of Electrical and Electronics Engineers__106__155",,,,role,role,,,,Institute of Electrical and Electronics Engineers__106__155,,Institute__106__115,,Electrical and Electronics__119__145,,Electrical__119__129,,Electronics Engineers__134__155,Electronics__134__145,,,,"http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-34#char=0,169","He is a Fellow of the American Association for Artificial Intelligence, the British Computer Society, the Institute of Electrical and Electronics Engineers and the AAAS.",Organization,,,,,,,,,,,,,
1094397409,11/24/2016 08:18:28,2239200274,11/24/2016 08:17:48,false,neodev,1,11460728,CAN,BC,Burnaby,70.79.16.165,organization,organization,organization,other,"Consortium__50__60
World Wide Web__35__49
World Wide Web Consortium__35__60
World Wide Web Consortium (W3C)__35__66",,,,,,,,,World Wide Web Consortium (W3C)__35__66,,World Wide Web Consortium__35__60,,World Wide Web__35__49,,Consortium__50__60,,,,,,,"http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-35#char=0,313","Berners-Lee is the director of the World Wide Web Consortium (W3C), which oversees the continued development of the Web. He is also the founder of the World Wide Web Foundation, and is a senior researcher and holder of the founders chair at the MIT Computer Science and Artificial Intelligence Laboratory (CSAIL).",Organization,,,,,,,,,,,,,
1094397409,11/24/2016 11:36:33,2239454064,11/24/2016 11:34:14,false,tremorgames,0.9752,36826029,CAN,ON,Ottawa,64.231.230.59,"place
organization","place
organization",place,organization,"World Wide Web Consortium__35__60
World Wide Web Consortium (W3C)__35__66",,,,,,,,,World Wide Web Consortium (W3C)__35__66,,World Wide Web Consortium__35__60,,World Wide Web__35__49,,Consortium__50__60,,,,,,,"http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-35#char=0,313","Berners-Lee is the director of the World Wide Web Consortium (W3C), which oversees the continued development of the Web. He is also the founder of the World Wide Web Foundation, and is a senior researcher and holder of the founders chair at the MIT Computer Science and Artificial Intelligence Laboratory (CSAIL).",Organization,,,,,,,,,,,,,
1094397409,11/24/2016 12:40:38,2239560189,11/24/2016 12:39:02,false,elite,0.9668,38636673,USA,NY,New York,107.170.41.154,organization,organization,other,organization,World Wide Web Consortium (W3C)__35__66,,,,,,,,,World Wide Web Consortium (W3C)__35__66,,World Wide Web Consortium__35__60,,World Wide Web__35__49,,Consortium__50__60,,,,,,,"http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-35#char=0,313","Berners-Lee is the director of the World Wide Web Consortium (W3C), which oversees the continued development of the Web. He is also the founder of the World Wide Web Foundation, and is a senior researcher and holder of the founders chair at the MIT Computer Science and Artificial Intelligence Laboratory (CSAIL).",Organization,,,,,,,,,,,,,
1094397409,11/24/2016 12:48:45,2239574379,11/24/2016 12:47:44,false,instagc,0.9655,18531561,CAN,ON,Richmond Hill,99.237.209.161,organization,organization,other,organization,"World Wide Web Consortium__35__60
World Wide Web Consortium (W3C)__35__66",,,,,,,,,World Wide Web Consortium (W3C)__35__66,,World Wide Web Consortium__35__60,,World Wide Web__35__49,,Consortium__50__60,,,,,,,"http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-35#char=0,313","Berners-Lee is the director of the World Wide Web Consortium (W3C), which oversees the continued development of the Web. He is also the founder of the World Wide Web Foundation, and is a senior researcher and holder of the founders chair at the MIT Computer Science and Artificial Intelligence Laboratory (CSAIL).",Organization,,,,,,,,,,,,,
1094397409,11/24/2016 16:50:09,2240031234,11/24/2016 16:44:42,false,clixsense,0.9617,17950689,GBR,,,147.147.53.210,organization,organization,organization,organization,"World Wide Web Consortium__35__60
World Wide Web Consortium (W3C)__35__66",,,,,,,,,World Wide Web Consortium (W3C)__35__66,,World Wide Web Consortium__35__60,,World Wide Web__35__49,,Consortium__50__60,,,,,,,"http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-35#char=0,313","Berners-Lee is the director of the World Wide Web Consortium (W3C), which oversees the continued development of the Web. He is also the founder of the World Wide Web Foundation, and is a senior researcher and holder of the founders chair at the MIT Computer Science and Artificial Intelligence Laboratory (CSAIL).",Organization,,,,,,,,,,,,,
1094397409,11/24/2016 18:26:57,2240238051,11/24/2016 18:26:09,false,prodege,0.9574,38202325,USA,ME,Caribou,45.46.116.185,organization,organization,other,organization,"Consortium__50__60
World Wide Web__35__49
World Wide Web Consortium__35__60
World Wide Web Consortium (W3C)__35__66",,,,,,,,,World Wide Web Consortium (W3C)__35__66,,World Wide Web Consortium__35__60,,World Wide Web__35__49,,Consortium__50__60,,,,,,,"http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-35#char=0,313","Berners-Lee is the director of the World Wide Web Consortium (W3C), which oversees the continued development of the Web. He is also the founder of the World Wide Web Foundation, and is a senior researcher and holder of the founders chair at the MIT Computer Science and Artificial Intelligence Laboratory (CSAIL).",Organization,,,,,,,,,,,,,
1094397409,11/24/2016 18:42:58,2240265575,11/24/2016 18:42:44,false,clixsense,0.9594,31738779,CAN,,,45.72.221.232,organization,organization,organization,organization,World Wide Web Consortium (W3C)__35__66,,,,,,,,,World Wide Web Consortium (W3C)__35__66,,World Wide Web Consortium__35__60,,World Wide Web__35__49,,Consortium__50__60,,,,,,,"http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-35#char=0,313","Berners-Lee is the director of the World Wide Web Consortium (W3C), which oversees the continued development of the Web. He is also the founder of the World Wide Web Foundation, and is a senior researcher and holder of the founders chair at the MIT Computer Science and Artificial Intelligence Laboratory (CSAIL).",Organization,,,,,,,,,,,,,
1094397409,11/24/2016 23:31:19,2240930535,11/24/2016 23:30:49,false,tasks4dollars,0.9491,40325016,USA,CA,Mountain View,45.58.43.190,other,other,other,other,World Wide Web Consortium (W3C)__35__66,,,,,,,,,World Wide Web Consortium (W3C)__35__66,,World Wide Web Consortium__35__60,,World Wide Web__35__49,,Consortium__50__60,,,,,,,"http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-35#char=0,313","Berners-Lee is the director of the World Wide Web Consortium (W3C), which oversees the continued development of the Web. He is also the founder of the World Wide Web Foundation, and is a senior researcher and holder of the founders chair at the MIT Computer Science and Artificial Intelligence Laboratory (CSAIL).",Organization,,,,,,,,,,,,,
1094397409,11/25/2016 02:28:55,2241249337,11/25/2016 02:28:38,false,prodege,0.9657,38227254,CAN,ON,North York,99.226.26.91,organization,organization,other,organization,World Wide Web Consortium (W3C)__35__66,,,,,,,,,World Wide Web Consortium (W3C)__35__66,,World Wide Web Consortium__35__60,,World Wide Web__35__49,,Consortium__50__60,,,,,,,"http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-35#char=0,313","Berners-Lee is the director of the World Wide Web Consortium (W3C), which oversees the continued development of the Web. He is also the founder of the World Wide Web Foundation, and is a senior researcher and holder of the founders chair at the MIT Computer Science and Artificial Intelligence Laboratory (CSAIL).",Organization,,,,,,,,,,,,,
1094397409,11/25/2016 08:43:23,2241757519,11/25/2016 08:42:07,false,prodege,0.9576,32055370,CAN,NB,Saint John,142.163.88.191,organization,organization,other,"organization
other","World Wide Web Consortium__35__60
World Wide Web Consortium (W3C)__35__66",,,,,,,,,World Wide Web Consortium (W3C)__35__66,,World Wide Web Consortium__35__60,,World Wide Web__35__49,,Consortium__50__60,,,,,,,"http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-35#char=0,313","Berners-Lee is the director of the World Wide Web Consortium (W3C), which oversees the continued development of the Web. He is also the founder of the World Wide Web Foundation, and is a senior researcher and holder of the founders chair at the MIT Computer Science and Artificial Intelligence Laboratory (CSAIL).",Organization,,,,,,,,,,,,,
1094397409,11/25/2016 09:31:26,2241817057,11/25/2016 09:30:49,false,clixsense,0.9646,6355877,GBR,J5,North Shields,77.100.1.67,organization,organization,organization,organization,"World Wide Web Consortium__35__60
World Wide Web Consortium (W3C)__35__66",,,,,,,,,World Wide Web Consortium (W3C)__35__66,,World Wide Web Consortium__35__60,,World Wide Web__35__49,,Consortium__50__60,,,,,,,"http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-35#char=0,313","Berners-Lee is the director of the World Wide Web Consortium (W3C), which oversees the continued development of the Web. He is also the founder of the World Wide Web Foundation, and is a senior researcher and holder of the founders chair at the MIT Computer Science and Artificial Intelligence Laboratory (CSAIL).",Organization,,,,,,,,,,,,,
1094397409,11/25/2016 11:26:19,2241974140,11/25/2016 11:26:00,false,eup_slw,0.964,32718504,AUS,4,Brisbane,1.132.96.246,organization,organization,organization,other,"World Wide Web Consortium__35__60
Consortium__50__60
World Wide Web Consortium (W3C)__35__66
World Wide Web__35__49",,,,,,,,,World Wide Web Consortium (W3C)__35__66,,World Wide Web Consortium__35__60,,World Wide Web__35__49,,Consortium__50__60,,,,,,,"http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-35#char=0,313","Berners-Lee is the director of the World Wide Web Consortium (W3C), which oversees the continued development of the Web. He is also the founder of the World Wide Web Foundation, and is a senior researcher and holder of the founders chair at the MIT Computer Science and Artificial Intelligence Laboratory (CSAIL).",Organization,,,,,,,,,,,,,
1094397409,11/25/2016 13:30:16,2242155215,11/25/2016 13:29:56,false,personaly,0.9545,35407670,USA,WI,Rhinelander,75.143.134.17,organization,organization,place,place,"World Wide Web Consortium__35__60
World Wide Web Consortium (W3C)__35__66",,,,,,,,,World Wide Web Consortium (W3C)__35__66,,World Wide Web Consortium__35__60,,World Wide Web__35__49,,Consortium__50__60,,,,,,,"http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-35#char=0,313","Berners-Lee is the director of the World Wide Web Consortium (W3C), which oversees the continued development of the Web. He is also the founder of the World Wide Web Foundation, and is a senior researcher and holder of the founders chair at the MIT Computer Science and Artificial Intelligence Laboratory (CSAIL).",Organization,,,,,,,,,,,,,
1094397409,11/25/2016 14:10:22,2242218664,11/25/2016 14:09:24,false,elite,0.9406,39116490,USA,DE,Wilmington,162.223.93.194,role,role,role,role,"World Wide Web__35__49
World Wide Web Consortium__35__60
World Wide Web Consortium (W3C)__35__66",,,,,,,,,World Wide Web Consortium (W3C)__35__66,,World Wide Web Consortium__35__60,,World Wide Web__35__49,,Consortium__50__60,,,,,,,"http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-35#char=0,313","Berners-Lee is the director of the World Wide Web Consortium (W3C), which oversees the continued development of the Web. He is also the founder of the World Wide Web Foundation, and is a senior researcher and holder of the founders chair at the MIT Computer Science and Artificial Intelligence Laboratory (CSAIL).",Organization,,,,,,,,,,,,,
1094397409,11/25/2016 15:53:42,2242407178,11/25/2016 15:52:57,false,elite,0.9576,38416468,USA,DE,Wilmington,104.237.225.84,role,role,role,role,"World Wide Web__35__49
World Wide Web Consortium__35__60
World Wide Web Consortium (W3C)__35__66",,,,,,,,,World Wide Web Consortium (W3C)__35__66,,World Wide Web Consortium__35__60,,World Wide Web__35__49,,Consortium__50__60,,,,,,,"http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-35#char=0,313","Berners-Lee is the director of the World Wide Web Consortium (W3C), which oversees the continued development of the Web. He is also the founder of the World Wide Web Foundation, and is a senior researcher and holder of the founders chair at the MIT Computer Science and Artificial Intelligence Laboratory (CSAIL).",Organization,,,,,,,,,,,,,
1094397410,11/27/2016 19:01:25,2246157635,11/27/2016 19:01:07,false,prodege,0.969,40265255,CAN,NS,Pictou,24.89.213.120,organization,organization,,,"World Wide Web__151__165
World Wide Web Foundation__151__176",,,,,,,,,World Wide Web Foundation__151__176,,World Wide Web__151__165,,,,,,,,,,,"http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-35#char=0,313","Berners-Lee is the director of the World Wide Web Consortium (W3C), which oversees the continued development of the Web. He is also the founder of the World Wide Web Foundation, and is a senior researcher and holder of the founders chair at the MIT Computer Science and Artificial Intelligence Laboratory (CSAIL).",Organization,,,,,,,,,,,,,
1094397410,11/27/2016 20:45:29,2246294966,11/27/2016 20:45:04,false,neodev,0.9703,12115558,USA,PA,Farrell,104.230.115.153,organization,other,,,World Wide Web Foundation__151__176,,,,,,,,,World Wide Web Foundation__151__176,,World Wide Web__151__165,,,,,,,,,,,"http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-35#char=0,313","Berners-Lee is the director of the World Wide Web Consortium (W3C), which oversees the continued development of the Web. He is also the founder of the World Wide Web Foundation, and is a senior researcher and holder of the founders chair at the MIT Computer Science and Artificial Intelligence Laboratory (CSAIL).",Organization,,,,,,,,,,,,,
1094397410,11/28/2016 01:40:37,2246611804,11/28/2016 01:39:48,false,neodev,0.9603,39923139,CAN,ON,Toronto,158.69.195.123,organization,other,,,"World Wide Web Foundation__151__176
World Wide Web__151__165",,,,,,,,,World Wide Web Foundation__151__176,,World Wide Web__151__165,,,,,,,,,,,"http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-35#char=0,313","Berners-Lee is the director of the World Wide Web Consortium (W3C), which oversees the continued development of the Web. He is also the founder of the World Wide Web Foundation, and is a senior researcher and holder of the founders chair at the MIT Computer Science and Artificial Intelligence Laboratory (CSAIL).",Organization,,,,,,,,,,,,,
1094397410,11/28/2016 04:12:41,2246744610,11/28/2016 04:11:34,false,clixsense,0.9645,6415232,CAN,QC,Québec,70.82.143.112,organization,other,,,"World Wide Web__151__165
World Wide Web Foundation__151__176",,,,,,,,,World Wide Web Foundation__151__176,,World Wide Web__151__165,,,,,,,,,,,"http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-35#char=0,313","Berners-Lee is the director of the World Wide Web Consortium (W3C), which oversees the continued development of the Web. He is also the founder of the World Wide Web Foundation, and is a senior researcher and holder of the founders chair at the MIT Computer Science and Artificial Intelligence Laboratory (CSAIL).",Organization,,,,,,,,,,,,,
1094397410,11/28/2016 04:35:02,2246771409,11/28/2016 04:34:41,false,prodege,0.9627,40009108,USA,CO,Leadville,69.146.185.190,organization,organization,,,"World Wide Web__151__165
World Wide Web Foundation__151__176",,,,,,,,,World Wide Web Foundation__151__176,,World Wide Web__151__165,,,,,,,,,,,"http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-35#char=0,313","Berners-Lee is the director of the World Wide Web Consortium (W3C), which oversees the continued development of the Web. He is also the founder of the World Wide Web Foundation, and is a senior researcher and holder of the founders chair at the MIT Computer Science and Artificial Intelligence Laboratory (CSAIL).",Organization,,,,,,,,,,,,,
1094397410,11/28/2016 13:15:47,2247436726,11/28/2016 13:15:28,false,prodege,0.9672,27934334,GBR,D2,Derby,86.130.152.125,organization,other,,,World Wide Web Foundation__151__176,,,,,,,,,World Wide Web Foundation__151__176,,World Wide Web__151__165,,,,,,,,,,,"http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-35#char=0,313","Berners-Lee is the director of the World Wide Web Consortium (W3C), which oversees the continued development of the Web. He is also the founder of the World Wide Web Foundation, and is a senior researcher and holder of the founders chair at the MIT Computer Science and Artificial Intelligence Laboratory (CSAIL).",Organization,,,,,,,,,,,,,
1094397410,11/28/2016 13:33:21,2247460147,11/28/2016 13:32:54,false,instagc,0.9779,25278366,CAN,ON,Cambridge,174.88.0.55,organization,organization,,,"World Wide Web__151__165
World Wide Web Foundation__151__176",,,,,,,,,World Wide Web Foundation__151__176,,World Wide Web__151__165,,,,,,,,,,,"http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-35#char=0,313","Berners-Lee is the director of the World Wide Web Consortium (W3C), which oversees the continued development of the Web. He is also the founder of the World Wide Web Foundation, and is a senior researcher and holder of the founders chair at the MIT Computer Science and Artificial Intelligence Laboratory (CSAIL).",Organization,,,,,,,,,,,,,
1094397410,11/28/2016 14:03:39,2247508309,11/28/2016 14:03:14,false,clixsense,0.9717,24280827,CAN,ON,Ailsa Craig,209.239.31.185,other,other,,,World Wide Web Foundation__151__176,,,,,,,,,World Wide Web Foundation__151__176,,World Wide Web__151__165,,,,,,,,,,,"http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-35#char=0,313","Berners-Lee is the director of the World Wide Web Consortium (W3C), which oversees the continued development of the Web. He is also the founder of the World Wide Web Foundation, and is a senior researcher and holder of the founders chair at the MIT Computer Science and Artificial Intelligence Laboratory (CSAIL).",Organization,,,,,,,,,,,,,
