_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,alternative1_1,alternative2_1,alternative3_1,alternative4_1,entity_selection,alternative10_1,alternative11_1,alternative12_1,alternative5_1,alternative6_1,alternative7_1,alternative8_1,alternative9_1,alternative1,alternative1_1_gold,alternative2,alternative2_1_gold,alternative3,alternative3_1_gold,alternative4,alternative4_1_gold,alternative5,alternative6,alternative7,alternative8,def1,def2,entity_selection_gold,identifier,sentence,type1,type2,what_are_the_valid_types_of_span_classterm_selected_comp10first_span_gold,what_are_the_valid_types_of_span_classterm_selected_comp11first_span_gold,what_are_the_valid_types_of_span_classterm_selected_comp12first_span_gold,what_are_the_valid_types_of_span_classterm_selected_comp5first_span_gold,what_are_the_valid_types_of_span_classterm_selected_comp6first_span_gold,what_are_the_valid_types_of_span_classterm_selected_comp7first_span_gold,what_are_the_valid_types_of_span_classterm_selected_comp8first_span_gold,what_are_the_valid_types_of_span_classterm_selected_comp9first_span_gold,alternative9,alternative10,alternative11,alternative12
1094395660,11/25/2016 16:52:31,2242526499,11/25/2016 16:52:23,false,instagc,0.962,40488533,USA,NJ,East Brunswick,69.248.81.39,"person
role",role,,,"president__110__119
first president__104__119",,,,,,,,,first president__104__119,,president__110__119,,,,,,,,,,A Concept that classifies an Object,,,"http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-1#char=0,204","Founded in 1897 as Sport-Club Juventus by a group of young Torinese students, among them, who was their first president, Eugenio Canfari, and his brother Enrico, author of the company's historical memory.",Role,,,,,,,,,,,,,
1094395660,11/25/2016 17:48:25,2242652298,11/25/2016 17:48:02,false,instagc,0.9721,34233594,USA,FL,Miami,73.85.200.131,role,role,,,"president__110__119
first president__104__119",,,,,,,,,first president__104__119,,president__110__119,,,,,,,,,,A Concept that classifies an Object,,,"http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-1#char=0,204","Founded in 1897 as Sport-Club Juventus by a group of young Torinese students, among them, who was their first president, Eugenio Canfari, and his brother Enrico, author of the company's historical memory.",Role,,,,,,,,,,,,,
1094395660,11/25/2016 18:11:17,2242695733,11/25/2016 18:11:06,false,clixsense,0.9699,24835873,GBR,,,79.76.96.61,role,role,,,first president__104__119,,,,,,,,,first president__104__119,,president__110__119,,,,,,,,,,A Concept that classifies an Object,,,"http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-1#char=0,204","Founded in 1897 as Sport-Club Juventus by a group of young Torinese students, among them, who was their first president, Eugenio Canfari, and his brother Enrico, author of the company's historical memory.",Role,,,,,,,,,,,,,
1094395660,11/25/2016 18:38:41,2242754740,11/25/2016 18:37:51,false,instagc,0.9581,23287154,USA,CA,Lakewood,172.248.142.55,"role
person","person
role",,,president__110__119,,,,,,,,,first president__104__119,,president__110__119,,,,,,,,,,A Concept that classifies an Object,,,"http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-1#char=0,204","Founded in 1897 as Sport-Club Juventus by a group of young Torinese students, among them, who was their first president, Eugenio Canfari, and his brother Enrico, author of the company's historical memory.",Role,,,,,,,,,,,,,
1094395660,11/25/2016 19:19:27,2242828712,11/25/2016 19:18:17,false,elite,0.958,39201426,USA,DE,Wilmington,104.237.225.45,role,person,,,president__110__119,,,,,,,,,first president__104__119,,president__110__119,,,,,,,,,,A Concept that classifies an Object,,,"http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-1#char=0,204","Founded in 1897 as Sport-Club Juventus by a group of young Torinese students, among them, who was their first president, Eugenio Canfari, and his brother Enrico, author of the company's historical memory.",Role,,,,,,,,,,,,,
1094395660,11/26/2016 00:14:18,2243289655,11/26/2016 00:13:15,false,gifthunterclub,0.9554,34737109,USA,GA,Atlanta,23.247.147.3,role,"role
person",,,president__110__119,,,,,,,,,first president__104__119,,president__110__119,,,,,,,,,,A Concept that classifies an Object,,,"http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-1#char=0,204","Founded in 1897 as Sport-Club Juventus by a group of young Torinese students, among them, who was their first president, Eugenio Canfari, and his brother Enrico, author of the company's historical memory.",Role,,,,,,,,,,,,,
1094395660,11/26/2016 01:17:46,2243372237,11/26/2016 01:17:24,false,elite,0.9427,39865363,USA,DE,Lewes,162.211.126.245,"person
role","role
person",,,"president__110__119
first president__104__119",,,,,,,,,first president__104__119,,president__110__119,,,,,,,,,,A Concept that classifies an Object,,,"http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-1#char=0,204","Founded in 1897 as Sport-Club Juventus by a group of young Torinese students, among them, who was their first president, Eugenio Canfari, and his brother Enrico, author of the company's historical memory.",Role,,,,,,,,,,,,,
1094395660,11/26/2016 10:05:59,2244217665,11/26/2016 10:05:45,false,instagc,0.9644,37799090,USA,PA,Connellsville,24.239.235.161,role,role,,,first president__104__119,,,,,,,,,first president__104__119,,president__110__119,,,,,,,,,,A Concept that classifies an Object,,,"http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-1#char=0,204","Founded in 1897 as Sport-Club Juventus by a group of young Torinese students, among them, who was their first president, Eugenio Canfari, and his brother Enrico, author of the company's historical memory.",Role,,,,,,,,,,,,,
1094395660,11/26/2016 12:28:54,2244459342,11/26/2016 12:28:38,false,clixsense,0.9491,29136513,USA,NY,New York,74.65.244.244,"role
person","role
person",,,"president__110__119
first president__104__119",,,,,,,,,first president__104__119,,president__110__119,,,,,,,,,,A Concept that classifies an Object,,,"http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-1#char=0,204","Founded in 1897 as Sport-Club Juventus by a group of young Torinese students, among them, who was their first president, Eugenio Canfari, and his brother Enrico, author of the company's historical memory.",Role,,,,,,,,,,,,,
1094395660,11/26/2016 14:34:06,2244644980,11/26/2016 14:33:14,false,prodege,0.9314,38479796,USA,IL,Chicago,69.47.186.195,person,person,,,first president__104__119,,,,,,,,,first president__104__119,,president__110__119,,,,,,,,,,A Concept that classifies an Object,,,"http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-1#char=0,204","Founded in 1897 as Sport-Club Juventus by a group of young Torinese students, among them, who was their first president, Eugenio Canfari, and his brother Enrico, author of the company's historical memory.",Role,,,,,,,,,,,,,
1094395660,11/26/2016 17:50:57,2244874969,11/26/2016 17:50:35,false,prodege,0.9562,19876468,GBR,L3,Rotherham,151.224.8.253,"role
person","role
person",,,"president__110__119
first president__104__119",,,,,,,,,first president__104__119,,president__110__119,,,,,,,,,,A Concept that classifies an Object,,,"http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-1#char=0,204","Founded in 1897 as Sport-Club Juventus by a group of young Torinese students, among them, who was their first president, Eugenio Canfari, and his brother Enrico, author of the company's historical memory.",Role,,,,,,,,,,,,,
1094395660,11/26/2016 18:10:40,2244895005,11/26/2016 18:09:27,false,elite,0.9426,39107980,USA,DE,Wilmington,104.237.225.115,role,person,,,"first president__104__119
president__110__119",,,,,,,,,first president__104__119,,president__110__119,,,,,,,,,,A Concept that classifies an Object,,,"http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-1#char=0,204","Founded in 1897 as Sport-Club Juventus by a group of young Torinese students, among them, who was their first president, Eugenio Canfari, and his brother Enrico, author of the company's historical memory.",Role,,,,,,,,,,,,,
1094395660,11/26/2016 18:23:25,2244908815,11/26/2016 18:23:13,false,clixsense,0.9615,22401460,GBR,X7,Ammanford,95.148.62.216,role,role,,,first president__104__119,,,,,,,,,first president__104__119,,president__110__119,,,,,,,,,,A Concept that classifies an Object,,,"http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-1#char=0,204","Founded in 1897 as Sport-Club Juventus by a group of young Torinese students, among them, who was their first president, Eugenio Canfari, and his brother Enrico, author of the company's historical memory.",Role,,,,,,,,,,,,,
1094395660,11/26/2016 19:34:46,2244994361,11/26/2016 19:34:22,false,clixsense,0.9481,6338946,CAN,ON,Toronto,104.157.192.38,"person
role","role
person",,,"first president__104__119
president__110__119",,,,,,,,,first president__104__119,,president__110__119,,,,,,,,,,A Concept that classifies an Object,,,"http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-1#char=0,204","Founded in 1897 as Sport-Club Juventus by a group of young Torinese students, among them, who was their first president, Eugenio Canfari, and his brother Enrico, author of the company's historical memory.",Role,,,,,,,,,,,,,
1094395661,11/25/2016 14:30:51,2242255109,11/25/2016 14:30:10,false,prodege,0.9739,38806465,USA,AL,Ozark,96.47.83.133,organization,organization,place,,University of Turin__55__74,,,,,,,,,University of Turin__55__74,,University__55__65,,Turin__69__74,,,,,,,,,,,"http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-10#char=0,160","He graduated from high school at 16, then moved to the University of Turin. Despite a strong interest for mathematics and physics, he decided to study medicine.",Organization,,,,,,,,,,,,,
1094395661,11/25/2016 16:06:49,2242431038,11/25/2016 16:05:07,false,elite,0.955,38416468,USA,DE,Wilmington,104.237.225.84,organization,place,place,,"Turin__69__74
University__55__65
University of Turin__55__74",,,,,,,,,University of Turin__55__74,,University__55__65,,Turin__69__74,,,,,,,,,,,"http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-10#char=0,160","He graduated from high school at 16, then moved to the University of Turin. Despite a strong interest for mathematics and physics, he decided to study medicine.",Organization,,,,,,,,,,,,,
1094395661,11/25/2016 16:50:49,2242522582,11/25/2016 16:50:38,false,instagc,0.962,40488533,USA,NJ,East Brunswick,69.248.81.39,"place
organization",organization,place,,"Turin__69__74
University__55__65
University of Turin__55__74",,,,,,,,,University of Turin__55__74,,University__55__65,,Turin__69__74,,,,,,,,,,,"http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-10#char=0,160","He graduated from high school at 16, then moved to the University of Turin. Despite a strong interest for mathematics and physics, he decided to study medicine.",Organization,,,,,,,,,,,,,
1094395661,11/25/2016 17:30:22,2242616976,11/25/2016 17:22:48,false,instagc,0.9721,34233594,USA,FL,Miami,73.85.200.131,organization,organization,place,,"University__55__65
University of Turin__55__74",,,,,,,,,University of Turin__55__74,,University__55__65,,Turin__69__74,,,,,,,,,,,"http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-10#char=0,160","He graduated from high school at 16, then moved to the University of Turin. Despite a strong interest for mathematics and physics, he decided to study medicine.",Organization,,,,,,,,,,,,,
1094395661,11/25/2016 18:10:10,2242693761,11/25/2016 18:09:46,false,clixsense,0.9699,24835873,GBR,,,79.76.96.61,organization,organization,place,,University of Turin__55__74,,,,,,,,,University of Turin__55__74,,University__55__65,,Turin__69__74,,,,,,,,,,,"http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-10#char=0,160","He graduated from high school at 16, then moved to the University of Turin. Despite a strong interest for mathematics and physics, he decided to study medicine.",Organization,,,,,,,,,,,,,
1094395661,11/25/2016 18:34:43,2242745363,11/25/2016 18:33:54,false,instagc,0.9581,23287154,USA,CA,Lakewood,172.248.142.55,"organization
place",organization,place,,"University__55__65
University of Turin__55__74",,,,,,,,,University of Turin__55__74,,University__55__65,,Turin__69__74,,,,,,,,,,,"http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-10#char=0,160","He graduated from high school at 16, then moved to the University of Turin. Despite a strong interest for mathematics and physics, he decided to study medicine.",Organization,,,,,,,,,,,,,
1094395661,11/25/2016 19:13:34,2242819068,11/25/2016 19:11:25,false,elite,0.958,39201426,USA,DE,Wilmington,104.237.225.45,organization,place,place,,University of Turin__55__74,,,,,,,,,University of Turin__55__74,,University__55__65,,Turin__69__74,,,,,,,,,,,"http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-10#char=0,160","He graduated from high school at 16, then moved to the University of Turin. Despite a strong interest for mathematics and physics, he decided to study medicine.",Organization,,,,,,,,,,,,,
1094395661,11/26/2016 00:12:19,2243287366,11/26/2016 00:12:01,false,gifthunterclub,0.9554,34737109,USA,GA,Atlanta,23.247.147.3,organization,organization,place,,University of Turin__55__74,,,,,,,,,University of Turin__55__74,,University__55__65,,Turin__69__74,,,,,,,,,,,"http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-10#char=0,160","He graduated from high school at 16, then moved to the University of Turin. Despite a strong interest for mathematics and physics, he decided to study medicine.",Organization,,,,,,,,,,,,,
1094395661,11/26/2016 01:12:14,2243362310,11/26/2016 01:11:39,false,elite,0.9427,39865363,USA,DE,Lewes,162.211.126.245,organization,organization,place,,"Turin__69__74
University of Turin__55__74",,,,,,,,,University of Turin__55__74,,University__55__65,,Turin__69__74,,,,,,,,,,,"http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-10#char=0,160","He graduated from high school at 16, then moved to the University of Turin. Despite a strong interest for mathematics and physics, he decided to study medicine.",Organization,,,,,,,,,,,,,
1094395661,11/26/2016 07:56:25,2244005125,11/26/2016 07:56:14,false,getpaid,0.9739,40032300,GBR,H9,London,78.149.194.39,organization,organization,place,,University of Turin__55__74,,,,,,,,,University of Turin__55__74,,University__55__65,,Turin__69__74,,,,,,,,,,,"http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-10#char=0,160","He graduated from high school at 16, then moved to the University of Turin. Despite a strong interest for mathematics and physics, he decided to study medicine.",Organization,,,,,,,,,,,,,
1094395661,11/26/2016 10:04:25,2244214898,11/26/2016 10:04:04,false,instagc,0.9644,37799090,USA,PA,Connellsville,24.239.235.161,organization,organization,place,,University of Turin__55__74,,,,,,,,,University of Turin__55__74,,University__55__65,,Turin__69__74,,,,,,,,,,,"http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-10#char=0,160","He graduated from high school at 16, then moved to the University of Turin. Despite a strong interest for mathematics and physics, he decided to study medicine.",Organization,,,,,,,,,,,,,
1094395661,11/26/2016 12:27:01,2244457058,11/26/2016 12:26:36,false,clixsense,0.9491,29136513,USA,NY,New York,74.65.244.244,"organization
place","place
organization",place,,"Turin__69__74
University__55__65
University of Turin__55__74",,,,,,,,,University of Turin__55__74,,University__55__65,,Turin__69__74,,,,,,,,,,,"http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-10#char=0,160","He graduated from high school at 16, then moved to the University of Turin. Despite a strong interest for mathematics and physics, he decided to study medicine.",Organization,,,,,,,,,,,,,
1094395661,11/26/2016 14:32:17,2244642476,11/26/2016 14:30:25,false,prodege,0.9314,38479796,USA,IL,Chicago,69.47.186.195,place,place,place,,University of Turin__55__74,,,,,,,,,University of Turin__55__74,,University__55__65,,Turin__69__74,,,,,,,,,,,"http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-10#char=0,160","He graduated from high school at 16, then moved to the University of Turin. Despite a strong interest for mathematics and physics, he decided to study medicine.",Organization,,,,,,,,,,,,,
1094395661,11/26/2016 17:49:21,2244873414,11/26/2016 17:48:50,false,prodege,0.9562,19876468,GBR,L3,Rotherham,151.224.8.253,"organization
place",organization,place,,"University__55__65
University of Turin__55__74",,,,,,,,,University of Turin__55__74,,University__55__65,,Turin__69__74,,,,,,,,,,,"http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-10#char=0,160","He graduated from high school at 16, then moved to the University of Turin. Despite a strong interest for mathematics and physics, he decided to study medicine.",Organization,,,,,,,,,,,,,
1094395661,11/26/2016 18:06:49,2244890777,11/26/2016 18:05:41,false,elite,0.9426,39107980,USA,DE,Wilmington,104.237.225.115,organization,place,place,,"Turin__69__74
University__55__65
University of Turin__55__74",,,,,,,,,University of Turin__55__74,,University__55__65,,Turin__69__74,,,,,,,,,,,"http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-10#char=0,160","He graduated from high school at 16, then moved to the University of Turin. Despite a strong interest for mathematics and physics, he decided to study medicine.",Organization,,,,,,,,,,,,,
1094395662,11/26/2016 17:54:34,2244878547,11/26/2016 17:54:00,false,prodege,0.9562,19876468,GBR,L3,Rotherham,151.224.8.253,other,person,other,other,Selman A. Waksman Award in Microbiology__34__73,,,,other,other,,,,Selman A. Waksman Award in Microbiology__34__73,,Selman A. Waksman__34__51,,Selman__34__40,,Waksman__44__51,,Award__52__57,Microbiology__61__73,,,,,,"http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-11#char=0,193",Dulbecco was the recipient of the Selman A. Waksman Award in Microbiology from the National Academy of Sciences in 1974. He was elected a Foreign Member of the Royal Society (ForMemRS) in 1974.,Organization,,,,,,,,,,,,,
1094395662,11/26/2016 18:28:42,2244914646,11/26/2016 18:28:06,false,clixsense,0.9615,22401460,GBR,X7,Ammanford,95.148.62.216,other,person,person,person,Selman A. Waksman Award in Microbiology__34__73,,,,other,other,,,,Selman A. Waksman Award in Microbiology__34__73,,Selman A. Waksman__34__51,,Selman__34__40,,Waksman__44__51,,Award__52__57,Microbiology__61__73,,,,,,"http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-11#char=0,193",Dulbecco was the recipient of the Selman A. Waksman Award in Microbiology from the National Academy of Sciences in 1974. He was elected a Foreign Member of the Royal Society (ForMemRS) in 1974.,Organization,,,,,,,,,,,,,
1094395662,11/26/2016 18:29:49,2244915911,11/26/2016 18:28:21,false,elite,0.9426,39107980,USA,DE,Wilmington,104.237.225.115,role,person,person,person,"Selman A. Waksman__34__51
Selman A. Waksman Award in Microbiology__34__73",,,,role,role,,,,Selman A. Waksman Award in Microbiology__34__73,,Selman A. Waksman__34__51,,Selman__34__40,,Waksman__44__51,,Award__52__57,Microbiology__61__73,,,,,,"http://www.ontologydesignpatterns.org/data/oke-challenge/task-1/sentence-11#char=0,193",Dulbecco was the recipient of the Selman A. Waksman Award in Microbiology from the National Academy of Sciences in 1974. He was elected a Foreign Member of the Royal Society (ForMemRS) in 1974.,Organization,,,,,,,,,,,,,
